init done with 
memory test
ram start 0x20000000 
mem size 65536 bytes
heap start 0x200005e4, current 0x200005e4 

mem test done with 0
motor test
motors step response : 

1962, -255, -1054, -542, -3516.699, -2637.443
1969, -255, -1068, -553, -3511.689, -2671.210
1976, -255, -1082, -563, -3508.182, -2619.847
1983, -255, -1096, -574, -3505.727, -2658.893
1990, -255, -1110, -584, -3504.009, -2611.225
1997, -255, -1124, -595, -3502.806, -2652.857
2004, -255, -1138, -605, -3501.964, -2607.000
2011, -255, -1152, -616, -3501.375, -2649.899
2018, -255, -1166, -626, -3500.962, -2604.929
2025, -255, -1180, -637, -3500.673, -2648.450
2032, -255, -1195, -648, -3575.471, -2678.915
2039, -255, -1209, -658, -3552.830, -2625.240
2046, -255, -1222, -669, -3461.980, -2662.668
2053, -255, -1237, -679, -3548.386, -2613.867
2060, -255, -1251, -690, -3533.870, -2654.707
2067, -255, -1265, -700, -3523.709, -2608.295
2074, -255, -1279, -711, -3516.596, -2650.806
2081, -255, -1293, -721, -3511.617, -2605.564
2088, -255, -1307, -732, -3508.132, -2648.895
2095, 0, -1321, -743, -3505.692, -2679.226
2102, 0, -1334, -752, -3428.984, -2550.458
2109, 0, -1344, -760, -3150.289, -2385.320
2116, 0, -1352, -765, -2805.202, -2044.724
2123, 0, -1358, -770, -2413.641, -1806.307
2130, 0, -1362, -773, -1989.549, -1489.414
2137, 0, -1366, -775, -1692.684, -1192.590
2144, 0, -1368, -776, -1334.879, -909.813
2151, 0, -1370, -778, -1084.415, -786.869
2158, 0, -1371, -779, -834.090, -625.808
2165, 0, -1371, -779, -583.863, -438.065
2172, 0, -1372, -779, -483.704, -306.646
2179, 0, -1372, -780, -338.593, -289.652
2186, 0, -1373, -780, -312.015, -202.756
2193, 0, -1373, -780, -218.410, -141.929
2200, 0, -1373, -780, -152.887, -99.350
2207, 0, -1372, -780, -32.021, -69.545
2214, 0, -1372, -780, -22.414, -48.681
2221, 0, -1372, -780, -15.690, -34.077
2228, 0, -1372, -780, -10.983, -23.854
2235, 0, -1372, -780, -7.688, -16.697
2242, 0, -1372, -780, -5.381, -11.688
2249, 0, -1372, -780, -3.767, -8.181
2256, 0, -1372, -780, -2.637, -5.727
2263, 0, -1372, -780, -1.845, -4.009
2270, 0, -1372, -780, -1.292, -2.806
2277, 0, -1372, -780, -0.904, -1.964
2284, 0, -1372, -780, -0.633, -1.375
2291, 0, -1372, -780, -0.443, -0.962
2298, 0, -1372, -780, -0.310, -0.673
2305, 0, -1372, -780, -0.217, -0.471
2312, 0, -1372, -780, -0.152, -0.330
2319, 0, -1372, -780, -0.106, -0.231
2326, 0, -1372, -780, -0.074, -0.161
2333, 0, -1372, -780, -0.052, -0.113
2340, 0, -1372, -780, -0.036, -0.079
2347, 0, -1372, -780, -0.025, -0.055
2354, 0, -1372, -780, -0.017, -0.038
2361, 0, -1372, -780, -0.012, -0.027
2368, 0, -1372, -780, -0.008, -0.019
2375, 0, -1372, -780, -0.006, -0.013
2382, 0, -1372, -780, -0.004, -0.009
2389, 0, -1372, -780, -0.003, -0.006
2396, 0, -1372, -780, -0.002, -0.004
2403, 0, -1372, -780, -0.001, -0.003
2410, 0, -1372, -780, -0.001, -0.002
2417, 0, -1372, -780, -0.000, -0.001
2424, 0, -1372, -780, -0.000, -0.001
2431, 0, -1372, -780, -0.000, -0.000
2438, 0, -1372, -780, -0.000, -0.000
2445, 0, -1372, -780, -0.000, -0.000
2452, 0, -1372, -780, -0.000, -0.000
2459, 0, -1372, -780, -0.000, -0.000
2466, 0, -1372, -780, -0.000, -0.000
2473, 0, -1372, -780, -0.000, -0.000
2480, 0, -1372, -780, -0.000, -0.000
2487, 0, -1372, -780, -0.000, -0.000
2494, 0, -1372, -780, -0.000, -0.000
2501, 0, -1372, -780, -0.000, -0.000
2508, 0, -1372, -780, -0.000, -0.000
2515, 0, -1372, -780, -0.000, -0.000
2522, 0, -1372, -780, -0.000, -0.000
2529, 0, -1372, -780, -0.000, -0.000
2536, 0, -1372, -780, -0.000, -0.000
2543, 0, -1372, -780, -0.000, -0.000
2550, 0, -1372, -780, -0.000, -0.000
2557, 0, -1372, -780, -0.000, -0.000
2564, 0, -1372, -780, -0.000, -0.000
2571, 0, -1372, -780, -0.000, -0.000
2578, 0, -1372, -780, -0.000, -0.000
2585, 0, -1372, -780, -0.000, -0.000
2592, 0, -1372, -780, -0.000, -0.000
2599, 0, -1372, -780, -0.000, -0.000
2606, 0, -1372, -780, -0.000, -0.000
2613, 0, -1372, -780, -0.000, -0.000
2620, 0, -1372, -780, -0.000, -0.000
2627, 0, -1372, -780, -0.000, -0.000
2634, 0, -1372, -780, -0.000, -0.000
2641, 0, -1372, -780, -0.000, -0.000
2648, 0, -1372, -780, -0.000, -0.000
2655, 0, -1372, -780, -0.000, -0.000
2662, 0, -1372, -780, -0.000, -0.000
2669, 0, -1372, -780, -0.000, -0.000
2676, 0, -1372, -780, -0.000, -0.000
2683, 0, -1372, -780, -0.000, -0.000
2690, 0, -1372, -780, -0.000, -0.000
2697, 0, -1372, -780, -0.000, -0.000
2704, 0, -1372, -780, -0.000, -0.000
2711, 0, -1372, -780, -0.000, -0.000
2718, 0, -1372, -780, -0.000, -0.000
2725, 0, -1372, -780, -0.000, -0.000
2732, 0, -1372, -780, -0.000, -0.000
2739, 0, -1372, -780, -0.000, -0.000
2746, 0, -1372, -780, -0.000, -0.000
2753, 0, -1372, -780, -0.000, -0.000
2760, 0, -1372, -780, -0.000, -0.000
2767, 0, -1372, -780, -0.000, -0.000
2774, 0, -1372, -780, -0.000, -0.000
2781, 0, -1372, -780, -0.000, -0.000
2788, 0, -1372, -780, -0.000, -0.000
motor test done
